,id,name,other_information,permalink,rectype
2,94433,CANDLEWOOD CAPITAL MANAGEMENT,Last 13F Filed on 2005-09-30,hoffman-capital-partner-llc,filer
2,9515,TWINEM MARY J,No 13F filings,twinem-mary-j,filer
2,96045,PINEAU STEPHEN,No 13F filings,pineau-stephen,filer
2,96465,Proctor Hawthorne L.,No 13F filings,proctor-hawthorne-l,filer
2,96506,HYUNDAI ABS FUNDING CORP,No 13F filings,hyundai-abs-funding-corp,filer
2,97042,PALOMBELLA VITO J.,No 13F filings,palombella-vito-j,filer
2,98760,VIRTUSTREAM INC,No 13F filings,virtustream-inc,filer
2,99077,NAPIER MARK,No 13F filings,napier-mark,filer
2,99306,"STONERISE CAPITAL PARTNERS MASTER FUND, L.P.",No 13F filings,stonerise-capital-partners-master-fund-l-p,filer
3,102401,GOLUB BENNETT,No 13F filings,golub-bennett,filer
3,104739,"MarkWest Gas Marketing, L.L.C.",No 13F filings,markwest-gas-marketing-l-l-c,filer
3,105727,Therasense Inc,THER ,ther-delisted,stock
3,106647,BENEFIT OVERSEAS LTD,No 13F filings,benefit-overseas-ltd,filer
3,108026,Kayne Anderson Midstream Energy,KMF ,kmf-2,stock
3,1080,FIRST QUADRANT L P,Last 13F Filed on 2015-09-30,first-quadrant-l-p-ca,filer
3,108316,TREMBLANT SELECT LTD.,No 13F filings,tremblant-select-ltd,filer
3,109110,GLENHILL CAPITAL LP,No 13F filings,glenhill-capital-lp,filer
3,10970,CHILTON JOHN E,No 13F filings,chilton-john-e,filer
3,110008,"DIALECTIC OFFSHORE, LTD.",No 13F filings,dialectic-offshore-ltd,filer
3,110348,PACE MICRO TECH PLC,PCMXF ,pcmxf,stock
3,110546,Wolverine Bancorp Inc,WBKC ,wbkc,stock
3,111553,ZWEIG DIMENNA INVESTORS LP,No 13F filings,zweig-dimenna-investors-lp,filer
3,113364,CANYON BANCORP ,CYBAE.OB ,cybae-ob,stock
3,114025,PARK AVENUE SECURITIES LLC,Last 13F Filed on 2015-09-30,park-avenue-securities-llc,filer
3,11424,Brookfield Asset Management,BAM ,bam,stock
3,114293,TUDOR FUTURES FUND,No 13F filings,tudor-futures-fund-ny,filer
3,115009,"GREYWOLF EXECUTION PARTNERS, INC.",No 13F filings,greywolf-execution-partners-inc,filer
3,115296,WATERFALL VICTORIA FUND LP,No 13F filings,waterfall-victoria-fund-lp,filer
3,115315,"MKP CREDIT, L.P.",No 13F filings,mkp-credit-l-p,filer
3,115759,PowerShares DB Inverse Japanese Govt Bond Futures ETN due 11/30/2021,JGBS ,jgbs,stock
3,116014,"LITESPEED PARTNERS, L.P.",No 13F filings,litespeed-partners-l-p,filer
3,117285,"GOLDENTREE OFFSHORE FUND, LTD.",No 13F filings,goldentree-offshore-fund-ltd,filer
3,117843,"EJF SELECT FUND, L.P.",No 13F filings,ejf-select-fund-l-p,filer
3,117867,NEWBROOK CAPITAL OFFSHORE FUND LTD,No 13F filings,newbrook-capital-offshore-fund-ltd,filer
3,117924,"ANCHORAGE ILLIQUID OPPORTUNITIES, L.P.",No 13F filings,anchorage-illiquid-opportunities-l-p,filer
3,118306,PENTWATER EVENT FUND LTD,No 13F filings,pentwater-event-fund-ltd,filer
3,118876,Game Trading Technologies Inc ,GMTDQ ,gmtdq,stock
3,11914,BlackRock EuroFund I,MAEFX ,maefx,stock
3,119191,WESTERN ENERGY,WEEEF ,weeef,stock
3,120875,Aspen Insurance Holdings Ltd 7 25% Perpetual Non-Cumulative Preference Shares,AHL+B ,ahlpf,stock
3,122898,UNIVERSAL DETECTION,UNDT ,undt,stock
3,124961,"MUIRFIELD FUND, L.P.",No 13F filings,muirfield-fund-l-p,filer
3,128025,CIFC PARENT HOLDINGS LLC,No 13F filings,cifc-parent-holdings-llc,filer
3,129644,LATEEF FUND CLASS I,LIMIX ,limix,stock
3,131644,HERMENEUTICA OMEGA L P,No 13F filings,hermeneutica-omega-l-p,filer
3,132040,TIGER JIUJIANG MINING INC COMMON ,TIGY ,tigy,stock
3,133461,SOOK PERRY A,No 13F filings,sook-perry-a,filer
3,13365,PIMCO Income Opportunity Fund,PKO ,pko,stock
3,134137,MORGAN QUINN,No 13F filings,morgan-quinn,filer
3,134416,"ARROWPOINT INCOME OPPORTUNITY FUND, LP",No 13F filings,arrowpoint-income-opportunity-fund-lp,filer
3,136575,"VISIUM INSTITUTIONAL PARTNERS, LP",No 13F filings,visium-institutional-partners-lp,filer
3,13766,Virtus Bond I,SAVYX ,savyx,stock
3,140716,Ellington Residential Mortgage REIT,EARN ,earn,stock
3,140986,"HALL STRUCTURED FINANCE, INC.",No 13F filings,hall-structured-finance-inc,filer
3,142731,ALDEN RICK,No 13F filings,alden-rick,filer
3,142967,CAIS HIGHBRIDGE CAPITAL LLC,No 13F filings,cais-highbridge-capital-llc,filer
3,1455,INDEPENDENCE TRUST COMPANY,Last 13F Filed on 2015-09-30,independence-trust-co,filer
3,145642,DYAL CAPITAL PARTNERS (B) LP,No 13F filings,dyal-capital-partners-b-lp,filer
3,146057,STARBOARD PRINCIPAL COMPANY LP,No 13F filings,starboard-principal-co-lp,filer
3,149116,GLYNN JOHN F.,No 13F filings,glynn-john-f,filer
3,150097,SCOPIA PARTNERS LLC,No 13F filings,scopia-partners-llc,filer
3,151241,"JCR COMMERCIAL REAL ESTATE FINANCE FUND II, L.P.",No 13F filings,jcr-commercial-real-estate-finance-fund-ii-l-p,filer
3,1521,"JAT CAPITAL MANAGEMENT, L.P.",Last 13F Filed on 2015-09-30,jat-capital-management-l-p,filer
3,153821,"CALYPSO VENTURES II, LLC",No 13F filings,calypso-ventures-ii-l-p,filer
3,154029,Finjan Holdings Inc,COIND ,coindob,stock
3,154259,B601 V2 INC,No 13F filings,b601-v2-inc,filer
3,157163,CELLO-FOIL HOLDING CORP.,No 13F filings,cello-foil-holding-corp,filer
3,160068,"SOUTHPAW VALUE FUND, LP",No 13F filings,southpaw-value-fund-lp,filer
3,162435,"ORBIS OPTIMAL GLOBAL FUND, L. P.",No 13F filings,orbis-optimal-global-fund-l-p,filer
3,164145,KOLASCO CORP NEW COM,KLSCD ,klscd,stock
3,16523,PARKER JENNY H,No 13F filings,parker-jenny-h,filer
3,165572,Ultragenyx Pharmaceutical Inc,RARE ,rare,stock
3,165765,Mmx Mineracao E Metalicos SA,MMXMY ,mmxmy-3,stock
3,166241,HYUNDAI CAPITAL AMERICA,No 13F filings,hyundai-capital-america,filer
3,166717,Premium Investors Ltd Ordinary,PEMVF ,pemvf,stock
3,166718,RAM RESOURCES LTD ORDINARY,RAMJF ,ramjf,stock
3,167435,Goldman Roger,No 13F filings,goldman-roger,filer
3,167911,"PARALLAX BIOMEDICAL FUND, L.P.",No 13F filings,parallax-biomedical-fund-l-p,filer
3,168187,RAGEN YORK A.,No 13F filings,ragen-york-a,filer
3,168203,NORTHERN POWER,NRTHF ,nrthf,stock
3,168893,YARDS PHASE C LIMITED PARTNERSHIP,No 13F filings,yards-phase-c-limited-partnership,filer
3,169029,ASIABASEMETALS INC.,No 13F filings,asiabasemetals-inc,filer
3,171610,Marathon Bancorp,MARB ,marb,stock
3,171879,PALOMARES CARLOS,No 13F filings,palomares-carlos,filer
3,171995,"BOWERY FOCUSED CREDIT, L.P.",No 13F filings,bowery-focused-credit-l-p,filer
3,172090,"EMERALD FINANCE INTERNATIONAL, INC.",No 13F filings,emerald-finance-international-inc,filer
3,173481,"KERRISDALE SPECIAL SITUATION FUND, LP",No 13F filings,kerrisdale-special-situation-fund-lp,filer
3,174541,"CRESCENDO VENTURES IV, LLC",No 13F filings,crescendo-ventures-iv-llc,filer
3,175118,Monarchy Venture,MONKD ,monkd,stock
3,175286,BHARTI INFRATEL LTD UNSPONSORED,BHRYY ,bhryy,stock
3,17616,ZAISER R SCOTT,No 13F filings,zaiser-r-scott,filer
3,176476,BAYVIEW FINANCIAL ACQUISITION TRUST,No 13F filings,bayview-financial-acquisition-trust,filer
3,177033,CHARTER CORP,CVCS ,cvcs,stock
3,178350,Allianz SE,ALV.DE ,alvde,stock
3,178527,"VECTORsgi, Inc.",No 13F filings,vectorsgi-inc,filer
3,179510,"GREATCALL, INC.",No 13F filings,greatcall-inc,filer
3,182888,STARWOOD LAHAINA LLC,No 13F filings,starwood-lahaina-llc,filer
3,184938,HALCYON AGILIS FUND LP,No 13F filings,halcyon-agilis-fund-lp,filer
3,18918,LUFKIN ANDREW H.,No 13F filings,lufkin-andrew-h,filer
3,189899,"MERION MULTIFAMILY FUND, L.P.",No 13F filings,merion-multifamily-fund-lp,filer
3,190928,HUTCHISON LYLE E,No 13F filings,hutchison-lyle-e,filer
3,191475,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,GEM ,gem,stock
3,191896,CAIRN ENERGY,FKGC.BE ,fkgcbe,stock
3,192360,METAL TIGER,MTR.L ,mtrl,stock
3,192470,OIL GAS PLC ORD 1P,EUROPA ,europa,stock
3,195442,FT 4008,No 13F filings,ft-4008,filer
3,195820,VARDE PARTNERS INC,No 13F filings,varde-partners-inc,filer
3,197094,"TALISMAN REALTY CAPITAL, L.P.",No 13F filings,talisman-realty-capital-lp,filer
3,197529,CLINTON MAGNOLIA FUND LTD,No 13F filings,clinton-magnolia-fund-ltd,filer
3,198937,"ROUNDCORNER, INC",No 13F filings,roundcorner-inc,filer
3,200406,MERCHANTS BANCORP,No 13F filings,merchants-bancorp,filer
3,201945,MOAB GP LLC,No 13F filings,moab-gp-llc,filer
3,203201,VOYAT INC.,No 13F filings,stayxo-inc,filer
3,206243,"HILDENE LEVERAGED CREDIT FUND, LP",No 13F filings,hildene-leveraged-credit-fund-lp,filer
3,20677,PIPER ADDISON L,No 13F filings,piper-addison-l,filer
3,207417,RAMIUS MERGER FUND LLC,No 13F filings,ramius-merger-fund-llc,filer
3,208142,Hawthorne Douglas D.,No 13F filings,hawthorne-douglas-d,filer
3,209203,"PROSIRIS OPPORTUNITIES MASTER FUND, LP",No 13F filings,prosiris-opportunities-master-fund-lp,filer
3,209345,STRATEGIC WEALTH MANAGEMENT INC,Last 13F Filed on 2015-09-30,strategic-wealth-management-inc-adv,filer
3,212163,A&Q MASTERS FUND,No 13F filings,oconnor-fund-of-funds-masters,filer
3,213278,OPUS INTERNATIONAL,No 13F filings,opus-international,filer
3,215361,GOTHAM PARTNERS LP,No 13F filings,gotham-partners-lp-ny,filer
3,216976,RESERVOIR CAPITAL GROUP LLC,No 13F filings,reservoir-capital-group-llc,filer
3,219622,WHITLOCK JANA,No 13F filings,whitlock-jana,filer
3,219822,"TILDENROW ADVISORS, LLC",No 13F filings,tildenrow-advisors-llc,filer
3,222787,SOLUS OPPORTUNITIES FUND 1 LP,No 13F filings,solus-opportunities-fund-1-lp,filer
3,222844,"LMI Glenview Investor, LLC",No 13F filings,lmi-glenview-investor-llc,filer
3,225507,BREVET CAPITAL SPECIAL OPPORTUNITIES FUND LP,No 13F filings,brevet-capital-special-opportunities-fund-lp,filer
3,225874,"ALPHAONE REDSTONE FUND, LP",No 13F filings,redstone-investors-lp,filer
3,2282,POLYGON INVESTMENT PARTNERS LLP,Last 13F Filed on 2010-12-31,polygon-investment-partners-llp,filer
3,232878,VERTICAL LLC,No 13F filings,vertical-llc,filer
3,23389,WEISS ZEV,No 13F filings,weiss-zev,filer
3,235116,CAPULA GLOBAL RELATIVE VALUE FUND LP,No 13F filings,capula-global-relative-value-fund-lp,filer
3,235259,"ING CLARION U.S., LTD.",No 13F filings,ing-clarion-us-ltd,filer
3,236242,FULCRUM CAPITAL CORP.,No 13F filings,fulcrum-capital-corp,filer
3,239692,"OLDCUSS.COM, INC.",No 13F filings,oldcusscom-inc,filer
3,242088,ALCENTRA EUROPEAN DLF A LTD,No 13F filings,alcentra-european-dlf-a-ltd,filer
3,243,Lawson Software Inc,LWSN ,lwsn,stock
3,245708,"SPECIALIZED COMPOUNDING, LLC",No 13F filings,specialized-compounding-llc,filer
3,246935,"CLAROS REAL ESTATE SECURITIES FUND I, LTD.",No 13F filings,claros-real-estate-securities-fund-i-ltd,filer
3,247964,SEER CAPITAL MANAGEMENT LP,No 13F filings,seer-capital-management-lp,filer
3,248710,LYXOR/BALYASNY ATLAS ENHANCED FUND LTD,No 13F filings,lyxorbalyasny-atlas-enhanced-fund-ltd,filer
3,249232,DUET ALPHA FUND LTD,No 13F filings,duet-alpha-fund-ltd,filer
3,249642,"PANORAMA PARTNERS OFFSHORE, LTD.",No 13F filings,panorama-partners-offshore-ltd,filer
3,251692,"FORMULA XO, INC.",No 13F filings,formula-xo-inc,filer
3,252027,"ROARING CREEK INVESTORS, LLC",No 13F filings,roaring-creek-investors-llc,filer
3,254771,PARKWOOD LLC,Last 13F Filed on 2015-09-30,parkwood-llc,filer
3,255267,GUGGENHEIM GRETA,No 13F filings,guggenheim-greta,filer
3,26119,LINDEN ROBERT V,No 13F filings,linden-robert-v,filer
3,263170,"INVESTCORP TECHNOLOGY VENTURES, L.P.",No 13F filings,investcorp-technology-ventures-lp,filer
3,264557,RUCCI COREY,No 13F filings,rucci-corey,filer
3,265194,PILLARI ROSS J,No 13F filings,pillari-ross-j,filer
3,266150,PANTERA BITCOIN FUND LTD,No 13F filings,pantera-bitcoin-fund-ltd,filer
3,270999,SPRINGSTED INC,No 13F filings,springsted-inc,filer
3,274126,JHL SKYLANDER FUND LLC,No 13F filings,jhl-skylander-fund-llc,filer
3,276083,CANDLEWOOD CONSTELLATION SPC LTD.,No 13F filings,candlewood-constellation-spc-ltd,filer
3,279524,MIDOCEAN PARTNERS III-D L P,No 13F filings,midocean-partners-iii-d-l-p,filer
3,2845,TACONIC CAPITAL ADVISORS LLC,Last 13F Filed on 2007-03-31,taconic-capital-advisors-llc,filer
3,28476,HENDERSON JAMES A,No 13F filings,henderson-james-a,filer
3,286272,"SOQUE WATERSHED HOLDINGS, LLC",No 13F filings,soque-watershed-holdings-llc,filer
3,288984,SANBORN CYNTHIA M,No 13F filings,sanborn-cynthia-m,filer
3,289166,"ECOR1 SPECIAL OPPORTUNITY FUND I, L.P.",No 13F filings,ecor1-special-opportunity-fund-i-lp,filer
3,290748,TRENDING LLC,No 13F filings,trending-llc,filer
3,292273,PENSATO EUROPEAN EQUITY FUND LP,No 13F filings,pensato-european-equity-fund-lp,filer
3,293336,"MUDRICK DISTRESSED ENERGY COMPANY -INVESTMENT FEEDER, L.P.",No 13F filings,mudrick-distressed-energy-co-investment-feeder-lp,filer
3,294189,"MONEDA LATIN AMERICAN EQUITIES FUND (DELAWARE), LP",No 13F filings,moneda-latin-american-equities-fund-delaware-lp,filer
3,297520,ARCHVIEW ERISA FUND LTD.,No 13F filings,archview-erisa-fund-ltd,filer
3,300047,"GRATIA CAPITAL PARTNERS, LTD.",No 13F filings,gratia-capital-partners-ltd,filer
3,303531,LANDIS H K,No 13F filings,landis-h-k,filer
3,313995,"ALTUM CREDIT EUROPEAN FUND II, L.P.",No 13F filings,altum-credit-european-fund-ii-lp,filer
3,3163,WESTPORT RESOURCES MANAGEMENT INC,Last 13F Filed on 2015-09-30,westport-resources-management-inc,filer
3,32009,SKYBRIDGE WIRELESS INC,No 13F filings,skybridge-wireless-inc,filer
3,32709,Beach Robert E,No 13F filings,beach-robert-e,filer
3,32807,CARLSON JOHN A,No 13F filings,carlson-john-a,filer
3,33617,NINES CHRISTOPHER L,No 13F filings,nines-christopher-l,filer
3,33769,PAULSON BERNARD A,No 13F filings,paulson-bernard-a,filer
3,35101,MONROE MARK E,No 13F filings,monroe-mark-e,filer
3,36496,DUNN BRIAN J,No 13F filings,dunn-brian-j,filer
3,379,Boston Scientific Inc ,BSX ,bsx,stock
3,39216,CUMULUS INVESTORS LLC,No 13F filings,cumulus-investors-llc,filer
3,39465,CHINA UNICOM BVI LTD,No 13F filings,china-unicom-bvi-ltd,filer
3,3961,Royal Dutch Shell plc Class B ADR,RDS.B ,rds-b,stock
3,41243,"TRIAN FUND MANAGEMENT, L.P.",Last 13F Filed on 2015-09-30,trian-fund-management-l-p,filer
3,45450,PETERSON JAMES J,No 13F filings,peterson-james-j,filer
3,49845,PINES SHAI,No 13F filings,pines-shai,filer
3,50500,HARVEST FUND ADVISORS LLC,Last 13F Filed on 2015-09-30,harvest-fund-advisors-llc,filer
3,53519,CHEN WELLINGTON,No 13F filings,chen-wellington,filer
3,5529,Gastar Exploration Ltd ,GST ,gst,stock
3,58259,Napier Iain J G,No 13F filings,napier-iain-j-g,filer
3,5923,Fortress Investment Group LLC,FIG ,fig,stock
3,609,CHESAPEAKE ASSET MANAGEMENT LLC,Last 13F Filed on 2015-09-30,chesapeake-asset-management-llc,filer
3,61308,HAIN JOSEPH,No 13F filings,hain-joseph,filer
3,6226,Providence Service Corp,PRSC ,prsc,stock
3,62981,GLAZER LOUIS,No 13F filings,glazer-louis,filer
3,6333,JACKSON C MARSHALL,No 13F filings,jackson-c-marshall,filer
3,63495,NEUBERGER BERMAN GROUP LLC,Last 13F Filed on 2015-09-30,neuberger-berman-group-llc,filer
3,63980,TWINEM CARITA R,No 13F filings,twinem-carita-r,filer
3,6418,Phoenix Companies Inc,PNX ,pnx,stock
3,67260,ORCHARD JAMES,No 13F filings,orchard-james,filer
3,68525,JASPER DANIEL W,No 13F filings,jasper-daniel-w,filer
3,68924,Foreman James K,No 13F filings,foreman-james-k,filer
3,73167,BERGEN ANDRE,No 13F filings,bergen-andre,filer
3,73531,"PASSPORT CAPITAL, LLC",Last 13F Filed on 2015-09-30,passport-capital-llc,filer
3,7506,ProShares UltraShort S P500 ETF,SDS ,sds,stock
3,77322,SSL INTL ORD 10P,SLSLF ,slslf,stock
3,79798,CQS (HONG KONG) LTD,No 13F filings,cqs-hong-kong-ltd,filer
3,8405,"CBRE GROUP, INC.",No 13F filings,cb-richard-ellis-group-inc,filer
3,8572,nFinaSe Inc,NFSE.OB ,nfse,stock
3,86630,WHITEBOX ASYMMETRIC PARTNERS LP,No 13F filings,whitebox-asymmetric-partners-lp,filer
3,86977,ITB PREMIUM FUND I LTD,No 13F filings,itb-premium-fund-i-ltd,filer
3,88350,Acadian Timber Corp,ACAZF ,acazf,stock
3,90670,Equity Commonwealth Inc ,EQC ,cwh,stock
3,93436,ROTELLA ORION FUND LLC,No 13F filings,rotella-orion-fund-llc,filer
3,94026,NOMURA SECURITIES CO LTD,Last 13F Filed on 2003-06-30,nomura-securities-co-ltd,filer
3,94038,ORBIMED ADVISERS INC,Last 13F Filed on 2002-09-30,orbimed-advisers-inc-ct,filer
3,94123,SANDLER ANDREW,No 13F filings,sandler-andrew,filer
3,94979,ZELL SAMUEL,No 13F filings,zell-samuel,filer
3,96920,"AXONIC CREDIT OPPORTUNITIES FUND, LP",No 13F filings,axonic-credit-opportunities-fund-lp,filer
4,10007,GOLUB HARVEY,No 13F filings,golub-harvey,filer
4,101099,"SEER TECHNOLOGY, INC.",No 13F filings,seer-technology-inc,filer
4,102450,"NFI CAPITAL PARTNERS, L.P.",No 13F filings,nfi-capital-partners-l-p,filer
4,102721,CRESCENDO INVESTMENTS II LLC,No 13F filings,crescendo-investments-ii-llc,filer
4,102768,MOHR MARSHALL,No 13F filings,mohr-marshall,filer
4,103345,PSOURCE STRUCTURED DEBT LTD,No 13F filings,psource-structured-debt-ltd,filer
4,103854,Public Co Management Corp ,PCMC ,pcmc-delisted,stock
4,103867,ACADIANA CK LEASING LLC,No 13F filings,acadiana-ck-leasing-llc,filer
4,104743,"MarkWest Marketing, L.L.C.",No 13F filings,markwest-marketing-l-l-c,filer
4,105451,JASPER SCOTT,No 13F filings,jasper-scott,filer
4,106587,"DIALECTIC ANTITHESIS PARTNERS, LP",No 13F filings,dialectic-antithesis-partners-lp,filer
4,106671,SCOPIA PX LLC,No 13F filings,scopia-px-llc,filer
4,107518,FORTRESS MACRO ADVISORS LLC,No 13F filings,fortress-macro-advisors-llc,filer
4,107831,Clarion Technologies Inc,CLAR ,clar,stock
4,108006,Ellington Financial LLC Common,EFC ,efc-2,stock
4,108331,"TREMBLANT PARTNERS, LP",No 13F filings,tremblant-partners-lp,filer
4,109970,"PROVIDENCE MBS FUND, LTD.",No 13F filings,providence-mbs-offshore-fund-ltd,filer
4,109990,Vector Ltd ,VETTF ,vettf,stock
4,111229,VOYAGER PARTNERS L P,No 13F filings,voyager-partners-l-p,filer
4,111564,ZWEIG-DIMENNA NATURAL RESOURCES L.P.,No 13F filings,zweig-dimenna-natural-resources-l-p,filer
4,112576,Deutsche Bank AG London Branch PowerShares DB 3X Japanese Govt Bond Futures ETN due 3/31/2021,JGBT ,jgbt,stock
4,112971,UNIVERSAL DETECTION,UNDT ,undt-2,stock
4,113340,GameTech International Inc ,GMTC ,gmtc-2,stock
4,11388,FirstMerit Corp ,FMER ,fmer,stock
4,114265,TUDOR MOMENTUM FUND L.P.,No 13F filings,tudor-momentum-fund-lp,filer
4,11491,Ralcorp Holdings Inc ,RAH ,rah,stock
4,115275,"WATERSHED CAPITAL INSTITUTIONAL PARTNERS, L.P.",No 13F filings,watershed-capital-institutional-partners-l-p,filer
4,115277,"WATERFALL VICTORIA FUND, LTD.",No 13F filings,waterfall-victoria-fund-ltd,filer
4,115310,"MKP OPPORTUNITY PARTNERS, L.P.",No 13F filings,mkp-opportunity-partners-l-p,filer
4,116436,HALCYON FUND LP,No 13F filings,halcyon-fund-lp,filer
4,116504,"ORBIMED PARTNERS, LTD.",No 13F filings,caduceus-capital-ltd,filer
4,117807,EJF CROSSOVER FUND LP,No 13F filings,ejf-crossover-fund-lp,filer
4,118400,GREYWOLF CAPITAL PARTNERS II LP,No 13F filings,greywolf-capital-partners-ii-lp,filer
4,120365,WOLVERINE FLAGSHIP FUND LTD,No 13F filings,wolverine-convertible-arbitrage-fund-ltd,filer
4,121133,SOUTHPAW HOLDINGS LLC,No 13F filings,southpaw-holdings-llc,filer
4,121408,"VISIUM CATALYST FUND, LP",No 13F filings,catalyst-credit-opportunity-fund-l-p,filer
4,122143,SOLUS CORE OPPORTUNITIES LP,No 13F filings,solus-core-opportunities-lp,filer
4,122175,BERGEN CHRISTOPHER C,No 13F filings,bergen-christopher-c,filer
4,122506,"FULCRUM SECURITIES, LLC",No 13F filings,fulcrum-securities-llc,filer
4,123333,FIDELITY TREND,FTRNX ,ftrnx,stock
4,12464,CUMULUS MEDIA INC,No 13F filings,cumulus-media-inc,filer
4,125400,Lee Janae S.,No 13F filings,lee-janae-s,filer
4,12542,Aspen Insurance Holdings Ltd 7 401% Fixed/Adj Perp Non-Cumul Preference Shares,AHLPRA ,ahl-pa,stock
4,127995,PARK ELEKTRIK URETIM MADENCILIK,PEMTY ,pemty,stock
4,128045,"CHARLESBANK CIFC HOLDINGS, LLC",No 13F filings,charlesbank-cifc-holdings-llc,filer
4,1284,GUGGENHEIM CAPITAL LLC,Last 13F Filed on 2015-09-30,guggenheim-capital-llc,filer
4,128750,CANYON BANCORP ,CYBA.PK ,cybapk,stock
4,128832,JHL CAPITAL GROUP FUND LTD.,No 13F filings,jhl-capital-group-fund-ltd,filer
4,131401,Allianz SE,ALIZF.PK ,alizf-2,stock
4,13205,Brookfield Infrastructure Partners LP,BIP ,bip,stock
4,13296,Selected Special Shares S,SLSSX ,slssx,stock
4,1332,HARVEST MANAGEMENT LLC,Last 13F Filed on 2015-09-30,harvest-management-llc,filer
4,134301,TRAQUINA PERRY M,No 13F filings,traquina-perry-m,filer
4,134345,"ARROWPOINT INCOME OPPORTUNITY FUND, LTD.",No 13F filings,arrowpoint-income-opportunity-fund-ltd,filer
4,134458,RedHill Biopharma Ltd ADR,RDHL ,rdhl,stock
4,13461,Candlewood Hotel Inc,CNDL.PK ,cndl,stock
4,137062,PINES WAYNE L,No 13F filings,pines-wayne-l,filer
4,137099,HAWTHORNE NANCY,No 13F filings,hawthorne-nancy,filer
4,137945,DUET COMMODITIES FUND LP,No 13F filings,duet-commodities-fund-lp,filer
4,139166,TIAA CREF GROWTH INCOME FUND INST CL,TIGRX ,tigrx,stock
4,139958,"BALYASNY DEDICATED INVESTOR OFFSHORE FUND, LTD.",No 13F filings,balyasny-dedicated-investor-offshore-fund-ltd,filer
4,140709,LYXOR PREMIUM FUND,No 13F filings,lyxor-premium-fund,filer
4,140733,TWINING KURT E,No 13F filings,twining-kurt-e,filer
4,145643,DYAL US INVESTORS LP,No 13F filings,dyal-us-investors-lp,filer
4,145888,"GALLAGHER BENEFIT SERVICES, INC.",No 13F filings,gallagher-benefit-services-inc,filer
4,147258,ROUNDS M MICHAEL,No 13F filings,rounds-m-michael,filer
4,151075,WHITEBOX L/S EQUITY PARTNERS LP,No 13F filings,whitebox-small-cap-long-short-equity-partners-lp,filer
4,154758,Oldenberg Mark C.,No 13F filings,oldenberg-mark-c,filer
4,154837,"HEDGEFORUM GOLDENTREE, LTD.",No 13F filings,hedgeforum-goldentree-ltd,filer
4,156529,PILLAR PHARMACEUTICALS I LP,No 13F filings,pillar-pharmaceuticals-i-lp,filer
4,1569,KAYNE ANDERSON CAPITAL ADVISORS LP,Last 13F Filed on 2015-09-30,kayne-anderson-capital-advisors-lp,filer
4,162779,"HFS ROARING FORK, LP",No 13F filings,hfs-roaring-fork-lp,filer
4,162845,BAHAMAS CONCIERGE INC COM STOCK,BHRG ,bhrg-3,stock
4,163193,KOLASCO CORP COM,KLSC ,klsc-3,stock
4,163664,Anchorage Intrnational Holdings Inc ,AHCP ,gknid,stock
4,165588,"HILDENE OPPORTUNITIES OFFSHORE FUND II, LTD.",No 13F filings,hildene-opportunities-offshore-fund-ii-ltd,filer
4,165867,VARDE INVESTMENT PARTNERS LP,No 13F filings,varde-investment-partners-lp,filer
4,166046,TRIANGLE SECURITIES WEALTH MANAGEMENT,Last 13F Filed on 2015-09-30,triangle-securities-wealth-management,filer
4,166143,MMX MINERACAO E METALICOS SA ORD,MMXCF ,mmxcf,stock
4,166404,"STARWOOD PROPERTY MORTGAGE, L.L.C.",No 13F filings,starwood-property-mortgage-l-l-c,filer
4,166434,CVC BRASIL OPERADORA AGENCIA,CVCBF ,cvcbf,stock
4,166888,RAMIRENT OYJ HELSINKI ORDINARY,RAMIF ,ramif,stock
4,16841,PARKERVISION INC,No 13F filings,parkervision-inc,filer
4,171896,MONEDA LATIN AMERICAN SMALL CAPS FUND (CAYMAN) LTD.,No 13F filings,moneda-latin-american-small-caps-fund-cayman-ltd,filer
4,173073,Omega Commercial,OCFND ,ocfnd,stock
4,173539,"KERRISDALE SPECIAL SITUATION FUND OFFSHORE, LTD.",No 13F filings,kerrisdale-special-situation-fund-offshore-ltd,filer
4,175242,GEM INTL RES INC COM NEW ,GEMIF ,gemif,stock
4,175582,Monarch Cement C,MCEMD ,mcemd,stock
4,175627,"INTREPID POTASH-MOAB, LLC",No 13F filings,intrepid-potash-moab-llc,filer
4,175888,"UNICOM SUB ONE, INC.",No 13F filings,unicom-sub-one-inc,filer
4,176060,Bitcoin Investment Trust,GBTC ,btcv,stock
4,1787,MARATHON ASSET MANAGEMENT LLP,Last 13F Filed on 2015-09-30,marathon-asset-management-llp,filer
4,182184,POLYGON CONVERTIBLE OPPORTUNITY FUND,No 13F filings,polygon-convertible-opportunity-fund,filer
4,182204,"AXONIC SYSTEMATIC ARBITRAGE FUND, LP",No 13F filings,axonic-systematic-arbitrage-fund-lp,filer
4,182400,VERTICALRESPONSE INC,No 13F filings,verticalresponse-inc,filer
4,182724,PALOMINO YOEL,No 13F filings,palomino-yoel,filer
4,183399,"JAT SELECT FUND, LTD.",No 13F filings,jat-select-fund-ltd,filer
4,190083,NOMURA SECURITIES BERMUDA LTD,No 13F filings,nomura-securities-bermuda-ltd,filer
4,191368,Northern Sphere,AGTMD ,agtmd-3,stock
4,192927,Cello Group PLC,CLL.L ,clll,stock
4,193471,SANDLER HARVEY,No 13F filings,sandler-harvey,filer
